rplV.NEIS0137_allele1	1	0	.	rplV	.
rplV.NEIS0137_allele10	1	0	.	rplV	.
porA.WHO_U_01087c	1	0	.	porA	.
porA.NCCP11945	1	0	.	porA	.
mtrR_promoter.WHO_F	0	0	.	mtrR_promoter	.
macAB_promoter.strain35_02	0	0	.	macAB_promoter	.
macAB_promoter.FA10190	0	0	.	macAB_promoter	.
norM_promoter.FA10190	0	0	.	norM_promoter	.
